symbol,companyName,sector,industry,exchange,ceo,description,website,mktCap,volAvg,beta,price
NWKEX,Nationwide WCM Focused Small Cap Fund Class R6,,,Nasdaq,,"The investment seeks long-term capital appreciation.
 The fund invests primarily in stocks of U.S. small-cap companies that the subadviser believes have improving earnings growth potential and attractive valuation. Under normal circumstances, it will invest at least 80% of its net assets in equity securities of small-cap companies whose capitalization is within the range of the market capitalization of the companies in the Russell 2000® Index. The fund may invest up to 20% of its net assets in foreign securities.",,,0,,18.77
SVSPX,State Street S&P 500 Index Fund Class N,,,Nasdaq,,"The investment seeks to replicate as closely as possible, before expenses, the performance of the Standard & Poor&#39;sÂ® 500 Index.
 The adviser uses an index tracking management strategy designed to track the performance of the S&P 500Â® Index (""S&P 500"" or ""index""). The index is a well-known stock market index that includes common stocks of 500 companies from a number of sectors and that measures the performance of the large-cap sector of the market.",,,0,,204.59
GQETX,GMO Quality Fund Class III,,,Nasdaq,,"The investment seeks total return.
 The fund is permitted to invest directly and indirectly (e.g., through underlying funds or derivatives) in equities of companies tied economically to any country in the world, including emerging countries. The term ""equities"" refers to direct and indirect investments in common and preferred stocks and other stock-related securities, such as convertible securities, depositary receipts, and equity real estate investment trusts (REITs) and income trusts. It is non-diversified.",,6.081065E9,0,,22.48
GRMAX,Nationwide S&P 500 Index Fund Class A,,,Nasdaq,,"The investment seeks to provide investment results that correspond to the price and yield performance of publicly traded common stocks, as represented by the Standard & Poor&#39;s 500® Index (""S&P 500 Index"").
 The fund employs a ""passive"" management, or indexing, approach, which seeks to match approximately the performance of the S&P 500 Index before the deduction of fund expenses. It normally invests at least 80% of its net assets in equity securities of companies included in the S&P 500 Index. The S&P 500 Index includes approximately 500 stocks of large U.S. companies in a wide range of businesses.",,,0,,14.03
WOOPX,JPMorgan Intrepid Mid Cap Fund Class I,,,Nasdaq,,"The investment seeks long-term capital growth by investing primarily in equity securities of companies with intermediate capitalizations.
 Under normal circumstances, at least 80% of the fund&#39;s assets will be invested in common and preferred stocks, rights, warrants, convertible securities and other equity securities of mid cap companies. ""Assets"" means net assets, plus the amount of borrowings for investment purposes. Mid cap companies are companies with market capitalizations similar to those within the universe of the Russell MidcapÂ® Index at the time of purchase.",,,0,,15.15
MYSPX,MainStay MacKay S&P 500 Index Fund Investor Class,,,Nasdaq,,"The investment seeks investment results that correspond to the total return performance (reflecting reinvestment of dividends) of common stocks in the aggregate, as represented by the S&P 500Â® Index.
 The fund normally invests at least 80% of its assets (net assets plus any borrowings for investment purposes) in stocks as represented in the Standard & Poor&#39;s 500Â® Index in the same proportion, to the extent feasible. It may invest up to 20% of its total assets in options and futures contracts to maintain cash reserves, while being fully invested, to facilitate trading or to reduce transaction costs.",,,0,,39.32
PSIAX,PGIM QMA Stock Index Fund- Class A,,,Nasdaq,,"The investment seeks to provide investment results that correspond to the price and yield performance of the S&P 500 Index.
 The fund normally invests over 80% of its investable assets in securities included in the S&P 500 Index in approximately the same proportions as those of the index. It employs a ""passively managed""-or index-investment approach. The S&P 500 Index is an unmanaged, market-weighted index of over 500 stocks selected by S&P Dow Jones Indices LLC on the basis of their market size, liquidity and industry group representation.",,,0,,39.38
PREIX,T. Rowe Price Equity Index 500 Fund,,,Nasdaq,,"The investment seeks to track the performance of a benchmark index that measures the investment return of large-capitalization U.S. stocks.
 The advisor attempts to match the investment return of large-capitalization U.S. stocks by seeking to match the performance of its benchmark index, the S&P 500. Under normal conditions, the fund will invest at least 80% of its net assets (including any borrowings for investment purposes) in stocks that are included in its benchmark index. T. Rowe Price compares the composition of the fund to that of the index.",,,0,,75.27
FXAIX,Fidelity 500 Index Fund,,,Nasdaq,,"The investment seeks to provide investment results that correspond to the total return performance of common stocks publicly traded in the United States.
 The fund normally invests at least 80% of assets in common stocks included in the S&P 500Â® Index, which broadly represents the performance of common stocks publicly traded in the United States. It lends securities to earn income.",,,0,,98.21
FTHSX,Fuller & Thaler Behavioral Small-Cap Equity Fund Institutional Shares,,,Nasdaq,,"The investment seeks long-term capital appreciation.
 The fund invests at least 80% of its net assets (plus borrowings for investment purposes) in common stocks of small capitalization companies based in the U.S. The fund managers consider a company to be based in the U.S. if it is publicly traded in the U.S. and it satisfies one or more of the following additional criteria: it is incorporated in the U.S., it is headquartered in the U.S., its reported assets are primarily located in the U.S., or it derives the majority of its revenue from the U.S.",,,0,,21.71
VIIIX,Vanguard Institutional Index Fund Institutional Plus Shares,,,Nasdaq,,"The investment seeks to track the performance of a benchmark index that measures the investment return of large-capitalization stocks.
 The fund employs an indexing investment approach designed to track the performance of the Standard & Poor&#39;s 500 Index, a widely recognized benchmark of U.S. stock market performance that is dominated by the stocks of large U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",,,0,,252.83
VINIX,Vanguard Institutional Index Fund Institutional Shares,,,Nasdaq,,"The investment seeks to track the performance of a benchmark index that measures the investment return of large-capitalization stocks.
 The fund employs an indexing investment approach designed to track the performance of the Standard & Poor&#39;s 500 Index, a widely recognized benchmark of U.S. stock market performance that is dominated by the stocks of large U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",,,0,,252.81
JSMGX,Janus Henderson Triton Fund Class I,,,Nasdaq,,"The investment seeks long-term growth of capital.
 The fund pursues its investment objective by investing at least 50% of its equity assets in small- and medium-sized companies. It may also invest in larger companies with strong growth potential. Small- and medium-sized companies are defined by the portfolio managers as those companies whose market capitalization falls within the range of companies in the Russell 2500Â® Growth Index at the time of initial purchase. The fund may also invest in foreign securities, which may include investments in emerging markets.",,,0,,25.7
GEQYX,GuideStone Funds Equity Index Fund Institutional Class,,,Nasdaq,,"The investment seeks to provide investment results approximating the aggregate price and dividend performance of the securities included in the S&P 500Â® Index.
 The fund will invest substantially all, and normally at least 80% of its total assets, in the equity securities (primarily common stocks) included in the S&P 500Â® Index, in weightings that approximate the relative composition of the securities contained in the S&P 500Â® Index. It may invest to a lesser extent in derivative instruments, including exchange listed options, futures and swap agreements.",,,0,,31.27
SENCX,Touchstone Large Cap Focused Fund Class A,,,Nasdaq,,"The investment seeks to provide investors with capital appreciation.
 The fund invests, under normal market conditions, at least 80% of its assets in large capitalization equity securities. It invests primarily in issuers having a market capitalization, at the time of purchase, above $5 billion. The fund will generally hold 25 to 45 companies, with residual cash and equivalents expected to represent less than 10% of the fund&#39;s net assets. It may invest up to 35% of its assets in securities of foreign issuers through the use of ordinary shares or depositary receipts such as American Depositary Receipts (""ADRs""). The fund is non-diversified.",,,0,,38.57
PTEZX,PGIM QMA Large-Cap Core Equity Fund- Class Z,,,Nasdaq,,"The investment seeks long-term growth of capital.
 The fund normally invests at least 80% of its investable assets in equity and equity-related securities of large capitalization U.S. companies. The fund&#39;s subadviser employs a quantitatively driven, bottom-up investment process. The stock selection process utilizes an adaptive model that evaluates stocks differently based on their growth expectations.",,,0,,13.61
SXPAX,DWS S&P 500 Index Fund - Class A,,,Nasdaq,,"The investment seeks investment results that correspond to the total return of common stocks publicly traded in the United States, as represented by the S&P 500Â® Index.
 Under normal circumstances, the advisor intends to invest at least 80% of assets, determined at the time of purchase, in stocks of companies included in the S&P 500Â® Index and in derivative instruments, such as futures contracts and options, that provide exposure to the stocks of companies in the index. The Portfolio&#39;s securities are weighted to attempt to make the Portfolio&#39;s total investment characteristics similar to those of the index as a whole.",,,0,,29.49
GEQZX,GuideStone Funds Equity Index Fund Investor Class,,,Nasdaq,,"The investment seeks to provide investment results approximating the aggregate price and dividend performance of the securities included in the S&P 500Â® Index.
 The fund will invest substantially all, and normally at least 80% of its total assets, in the equity securities (primarily common stocks) included in the S&P 500Â® Index, in weightings that approximate the relative composition of the securities contained in the S&P 500Â® Index. It may invest to a lesser extent in derivative instruments, including exchange listed options, futures and swap agreements.",,,0,,31.27
BTIEX,DWS Equity 500 Index Fund - Class S,,,Nasdaq,,"The investment seeks to provide investment results that, before expenses, correspond to the total return of common stocks publicly traded in the United States, as represented by the Standard & Poor&#39;s 500 Composite Stock Price Index (S&P 500Â® Index).
 Under normal circumstances, the adviser intends to invest at least 80% of assets, determined at the time of purchase, in stocks of companies included in the S&P 500Â® Index and in derivative instruments, such as futures contracts and options, that provide exposure to the stocks of companies in the index.",,,0,,170.38
BTIIX,DWS Equity 500 Index Fund - Class Inst,,,Nasdaq,,"The investment seeks to provide investment results that, before expenses, correspond to the total return of common stocks publicly traded in the United States, as represented by the Standard & Poor&#39;s 500 Composite Stock Price Index (S&P 500Â® Index).
 Under normal circumstances, the adviser intends to invest at least 80% of assets, determined at the time of purchase, in stocks of companies included in the S&P 500Â® Index and in derivative instruments, such as futures contracts and options, that provide exposure to the stocks of companies in the index.",,,0,,173.5
CLXRX,Columbia Large Cap Index Fund Institutional 2 Class,,,Nasdaq,,"The investment seeks total return before fees and expenses that corresponds to the total return of the Standard & Poor&#39;s (S&P) 500Â® Index.
 Under normal circumstances, the fund invests at least 80% of its net assets (including the amount of any borrowings for investment purposes) in common stocks that comprise the S&P 500 Index (the index). In seeking to match the performance of the index, the Investment Manager attempts to allocate the fund&#39;s assets among common stocks in approximately the same weightings as the index. The fund may invest in derivatives, such as futures (including equity index futures), for cash equitization purposes.",,,0,,46.35
DSPIX,BNY Mellon Institutional S&P 500 Stock Index Fund Class I,,,Nasdaq,,"The investment seeks to match the total return of the S&P 500® Index.
 To pursue its goal, the fund normally invests at least 95% of its total assets in common stocks included in the S&P 500® Index. To replicate index performance, its portfolio managers use a passive management approach and generally purchase all of the securities comprising the S&P 500® Index.",,,0,,52.84
NWGSX,Nationwide WCM Focused Small Cap Fund Institutional Service Class,,,Nasdaq,,"The investment seeks long-term capital appreciation.
 The fund invests primarily in stocks of U.S. small-cap companies that the subadviser believes have improving earnings growth potential and attractive valuation. Under normal circumstances, it will invest at least 80% of its net assets in equity securities of small-cap companies whose capitalization is within the range of the market capitalization of the companies in the Russell 2000Â® Index. The fund may invest up to 20% of its net assets in foreign securities.",,,0,,18.64
HWCCX,Hotchkis & Wiley Diversified Value Fund Class C,,,Nasdaq,,"The investment seeks capital appreciation.
 The fund normally invests in equity securities of large capitalization companies that are considered by the Advisor to be undervalued. The Advisor currently considers large cap companies to be those with market capitalizations like those found in the Russell 1000® Index, although the Advisor will generally not purchase stock in a company with a market capitalization of less than $3 billion.",,,0,,13.7
SPIIX,SEI Institutional Managed Trust S&P 500 Index Fund Class I,,,Nasdaq,,"The investment seeks investment results that correspond to the aggregate price and dividend performance of the securities in the S&P 500 Index.
 The fund invests substantially all of its assets (at least 80%) in securities listed in the S&P 500 Index, which is composed of approximately 500 leading U.S. publicly traded companies from a broad range of industries (mostly common stocks). The manager expects the fund&#39;s investment result to correspond to the aggregate price and dividend performance of the S&P 500 Index before the fees and expenses of the fund. The fund generally gives the same weight to a given stock as the S&P 500 Index does.",,,0,,63.9
NEIAX,Columbia Large Cap Index Fund Class A,,,Nasdaq,,"The investment seeks total return before fees and expenses that corresponds to the total return of the Standard & Poor&#39;s (S&P) 500Â® Index.
 Under normal circumstances, the fund invests at least 80% of its net assets (including the amount of any borrowings for investment purposes) in common stocks that comprise the S&P 500 Index (the index). In seeking to match the performance of the index, the Investment Manager attempts to allocate the fund&#39;s assets among common stocks in approximately the same weightings as the index. The fund may invest in derivatives, such as futures (including equity index futures), for cash equitization purposes.",,,0,,45.28
MMEYX,Victory Integrity Discovery Fund Class Y,,,Nasdaq,,"The investment seeks capital appreciation.
 The adviser pursues the fund&#39;s investment objective by investing at least 80% of the fund&#39;s assets in equity securities (i.e., common stocks, preferred stocks, convertible securities and rights and warrants) of micro-capitalization companies. Micro-capitalization companies are those companies with market capitalizations lower than the largest company in the bottom 75% (based on index weightings) of the Russell 2000Â® Index. Although the fund will be invested primarily in domestic securities, up to 25% of the fund&#39;s assets may be invested in foreign securities, including depositary receipts such as ADRs and GDRs.",,,0,,23.88
NWGPX,Nationwide WCM Focused Small Cap Fund Class A,,,Nasdaq,,"The investment seeks long-term capital appreciation.
 The fund invests primarily in stocks of U.S. small-cap companies that the subadviser believes have improving earnings growth potential and attractive valuation. Under normal circumstances, it will invest at least 80% of its net assets in equity securities of small-cap companies whose capitalization is within the range of the market capitalization of the companies in the Russell 2000® Index. The fund may invest up to 20% of its net assets in foreign securities.",,,0,,17.74
DSMGX,Touchstone International Growth Opportunities Fund Institutional Class,,,Nasdaq,,"The investment seeks to achieve long-term capital appreciation.
 The fund will generally invest its net assets (plus any borrowings for investment purposes) in equity securities of foreign issuers. Equity securities include, but are not limited to, common stocks, preferred stocks, and securities convertible into common stocks, rights and warrants. Under normal market conditions, the fund primarily invests its assets in the securities of foreign issuers, through, but not limited to, American Depository Receipts (""ADRs"") or other depositary receipts. It is non-diversified.",,,0,,19.55
SXPCX,DWS S&P 500 Index Fund - Class C,,,Nasdaq,,"The investment seeks investment results that correspond to the total return of common stocks publicly traded in the United States, as represented by the S&P 500Â® Index.
 Under normal circumstances, the advisor intends to invest at least 80% of assets, determined at the time of purchase, in stocks of companies included in the S&P 500Â® Index and in derivative instruments, such as futures contracts and options, that provide exposure to the stocks of companies in the index. The Portfolio&#39;s securities are weighted to attempt to make the Portfolio&#39;s total investment characteristics similar to those of the index as a whole.",,,0,,29.4
CAEEX,Columbia Acorn European Fund Institutional 2 Class,,,Nasdaq,,"The investment seeks long-term capital appreciation.
 The fund normally invests at least 80% of its net assets (plus any borrowing for investment purposes) in European companies. It invests at least 70% of its total assets in companies in Western European countries, but also may invest up to 30% of its total assets in companies in emerging Central and Eastern European countries, including up to 10% of its total assets in companies in Russia and the Ukraine.",,,0,,18.3
JANIX,Janus Henderson Triton Fund Class D,,,Nasdaq,,"The investment seeks long-term growth of capital.
 The fund pursues its investment objective by investing at least 50% of its equity assets in small- and medium-sized companies. It may also invest in larger companies with strong growth potential. Small- and medium-sized companies are defined by the portfolio managers as those companies whose market capitalization falls within the range of companies in the Russell 2500® Growth Index at the time of initial purchase. The fund may also invest in foreign securities, which may include investments in emerging markets.",,,0,,25.5
GVMCX,Government Street Mid-Cap Fund,,,Nasdaq,,"The investment seeks capital appreciation.
 Under normal circumstances, at least 80% of the fund&#39;s net assets (including the amount of any borrowings for investment purposes) will be invested in common stocks of mid-cap companies and shares of ETFs that invest primarily in common stocks of mid-cap companies. It will generally invest in securities whose market capitalizations fall within the range of the market capitalizations of the S&P MidCap 400 Index at the time of purchase.",,,0,,25.03
TYGGX,Touchstone International Growth Opportunities Fund Class Y,,,Nasdaq,,"The investment seeks to achieve long-term capital appreciation.
 The fund will generally invest its net assets (plus any borrowings for investment purposes) in equity securities of foreign issuers. Equity securities include, but are not limited to, common stocks, preferred stocks, and securities convertible into common stocks, rights and warrants. Under normal market conditions, the fund primarily invests its assets in the securities of foreign issuers, through, but not limited to, American Depository Receipts (""ADRs"") or other depositary receipts. It is non-diversified.",,,0,,19.46
SSPIX,SEI Institutional Managed Trust S&P 500 Index Fund Class F,,,Nasdaq,,"The investment seeks investment results that correspond to the aggregate price and dividend performance of the securities in the S&P 500 Index.
 The fund invests substantially all of its assets (at least 80%) in securities listed in the S&P 500 Index, which is composed of approximately 500 leading U.S. publicly traded companies from a broad range of industries (mostly common stocks). The manager expects the fund&#39;s investment result to correspond to the aggregate price and dividend performance of the S&P 500 Index before the fees and expenses of the fund. The fund generally gives the same weight to a given stock as the S&P 500 Index does.",,,0,,63.46
JGMIX,Janus Henderson Triton Fund Class S,,,Nasdaq,,"The investment seeks long-term growth of capital.
 The fund pursues its investment objective by investing at least 50% of its equity assets in small- and medium-sized companies. It may also invest in larger companies with strong growth potential. Small- and medium-sized companies are defined by the portfolio managers as those companies whose market capitalization falls within the range of companies in the Russell 2500® Growth Index at the time of initial purchase. The fund may also invest in foreign securities, which may include investments in emerging markets.",,,0,,24.46
FZAMX,Fidelity Advisor Mid Cap II Fund Class Z,,,Nasdaq,,"The investment seeks long-term growth of capital.
 The fund normally invests at least 80% of assets in securities of companies with medium market capitalizations (which, for purposes of this fund, are those companies with market capitalizations similar to companies in the Russell Midcap® Index or the S&P MidCap 400® Index). It invests primarily in common stocks. The fund potentially invests in companies with smaller or larger market capitalizations. It invests in domestic and foreign issuers. The fund invests in either ""growth"" stocks or ""value"" stocks or both.",,,0,,15.52
JDEAX,JPMorgan U.S. Research Enhanced Equity Fund Class A,,,Nasdaq,,"The investment seeks to provide a consistently high total return from a broadly diversified portfolio of equity securities with risk characteristics similar to the Standard and Poor&#39;s 500 Composite Stock Price Index (S&P 500 Index).
 The fund invests at least 80% of its net assets plus the amount of borrowings for investment purposes. It primarily invests in the common stocks of U.S. companies in the S&P 500 Index (which includes both large cap and mid cap companies). The fund may also invest in securities not included within the S&P 500 Index.",,,0,,24.07
HISVX,Harbor Small Cap Value Fund Investor Class,,,Nasdaq,,"The investment seeks long-term total return.
 The fund invests primarily in equity securities, principally common and preferred stocks, of small cap companies. Under normal market conditions, it invests at least 80% of its net assets, plus borrowings for investment purposes, in securities of small cap companies. The adviser defines small cap companies as those with market capitalizations that fall within the range of the Russell 2000Â® Index. The adviser expects to invest in approximately 55 to 70 companies.",,,0,,26.06
VMCCX,Virtus KAR Mid-Cap Core Fund Class C,,,Nasdaq,,"The investment seeks long-term capital appreciation.
 Under normal circumstances, the fund invests at least 80% of its assets in equity securities of medium market capitalization companies. It pursues long-term capital appreciation in the medium capitalization sector while seeking to provide the risk characteristics of the less volatile large capitalization S&P 500?® Index. The fund invests in a select group of medium market capitalization companies believed by the subadviser to be undervalued relative to their future growth potential.",,,0,,30.66
FMFAX,Fidelity Advisor Materials Fund Class A,,,Nasdaq,,"The investment seeks capital appreciation.
 The fund invests primarily in common stocks. It invests at least 80% of assets in securities of companies principally engaged in the manufacture, mining, processing, or distribution of raw materials and intermediate goods. The fund invests in domestic and foreign issuers. It uses fundamental analysis of factors such as each issuer&#39;s financial condition and industry position, as well as market and economic conditions to select investments. The fund is non-diversified.",,,0,,57.14
PSICX,PGIM QMA Stock Index Fund- Class C,,,Nasdaq,,"The investment seeks to provide investment results that correspond to the price and yield performance of the S&P 500 Index.
 The fund normally invests over 80% of its investable assets in securities included in the S&P 500 Index in approximately the same proportions as those of the index. It employs a ""passively managed""-or index-investment approach. The S&P 500 Index is an unmanaged, market-weighted index of over 500 stocks selected by S&P Dow Jones Indices LLC on the basis of their market size, liquidity and industry group representation.",,,0,,38.89
VTCIX,Vanguard Tax-Managed Capital Appreciation Fund Institutional Shares,,,Nasdaq,,"The investment seeks to provide a tax-efficient investment return consisting of long-term capital appreciation.
 The fund purchases stocks that pay lower dividends and are included in the Russell 1000 Index-an index that is made up of the stocks of large- and mid-capitalization U.S. companies. It uses statistical methods to ""sample"" the index, aiming to minimize taxable dividends while approximating the other characteristics of the index. The expected result is a portfolio that will loosely track the total return performance of the index, but with lower taxable income distributions.",,,0,,72.15
VIMCX,Virtus KAR Mid-Cap Core Fund Class I,,,Nasdaq,,"The investment seeks long-term capital appreciation.
 Under normal circumstances, the fund invests at least 80% of its assets in equity securities of medium market capitalization companies. It pursues long-term capital appreciation in the medium capitalization sector while seeking to provide the risk characteristics of the less volatile large capitalization S&P 500?® Index. The fund invests in a select group of medium market capitalization companies believed by the subadviser to be undervalued relative to their future growth potential.",,,0,,33.83
PRUIX,T. Rowe Price Equity Index 500 Fund I Class,,,Nasdaq,,"The investment seeks to track the performance of a benchmark index that measures the investment return of large-capitalization U.S. stocks.
 The advisor attempts to match the investment return of large-capitalization U.S. stocks by seeking to match the performance of its benchmark index, the S&P 500. Under normal conditions, the fund will invest at least 80% of its net assets (including any borrowings for investment purposes) in stocks that are included in its benchmark index. T. Rowe Price compares the composition of the fund to that of the index.",,,0,,75.28
VTCLX,Vanguard Tax-Managed Capital Appreciation Fund Admiral Shares,,,Nasdaq,,"The investment seeks to provide a tax-efficient investment return consisting of long-term capital appreciation.
 The fund purchases stocks that pay lower dividends and are included in the Russell 1000 Index-an index that is made up of the stocks of large- and mid-capitalization U.S. companies. It uses statistical methods to ""sample"" the index, aiming to minimize taxable dividends while approximating the other characteristics of the index. The expected result is a portfolio that will loosely track the total return performance of the index, but with lower taxable income distributions.",,,0,,145.19
BPTRX,Baron Partners Fund Retail Shares,,,Nasdaq,,"The investment seeks capital appreciation.
 The fund invests for the long term primarily in equity securities in the form of common stock of U.S. growth companies of any market capitalization. The Adviser seeks to invest in businesses the advisor believes have significant opportunities for growth, sustainable competitive advantages, exceptional management, and an attractive valuation. To take advantage of opportunities to invest, the fund may borrow money from banks (leverage) in an amount up to one-third of its total assets, which include assets purchased with borrowed money. It is non-diversified.",,,0,,62.9
HNVRX,Harbor Small Cap Value Fund Retirement Class,,,Nasdaq,,"The investment seeks long-term total return.
 The fund invests primarily in equity securities, principally common and preferred stocks, of small cap companies. Under normal market conditions, it invests at least 80% of its net assets, plus borrowings for investment purposes, in securities of small cap companies. The adviser defines small cap companies as those with market capitalizations that fall within the range of the Russell 2000® Index. The adviser expects to invest in approximately 55 to 70 companies.",,,0,,26.8
FITIX,Fidelity Advisor Mid Cap II Fund Class M,,,Nasdaq,,"The investment seeks long-term growth of capital.
 The fund normally invests at least 80% of assets in securities of companies with medium market capitalizations (which, for purposes of this fund, are those companies with market capitalizations similar to companies in the Russell Midcap® Index or the S&P MidCap 400® Index). It invests primarily in common stocks. The fund potentially invests in companies with smaller or larger market capitalizations. It invests in domestic and foreign issuers. The fund invests in either ""growth"" stocks or ""value"" stocks or both.",,,0,,14.56
AMPAX,American Beacon Mid-Cap Value Fund Investor Class,,,Nasdaq,,"The investment seeks long-term capital appreciation and current income.
 Under normal circumstances, at least 80% of the fund&#39;s net assets (plus the amount of any borrowings for investment purposes) are invested in equity securities of middle market capitalization U.S. companies. These companies have market capitalizations within the market capitalization range of the companies in the Russell Midcap® Index at the time of investment.",,,0,,10.9
NESIX,Needham Small Cap Growth Fund Institutional Class,,,Nasdaq,,"The investment seeks long-term, tax-efficient capital appreciation.
 Under normal conditions, the fund invests at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in the equity securities (principally, common stock) of domestic issuers listed on a nationally recognized securities exchange or traded on the NASDAQ System that have market capitalizations not exceeding $5 billion at the time of investment.",,,0,,17.94
BVDIX,William Blair Small Cap Value Fund Class I,,,Nasdaq,,"The investment seeks long-term capital appreciation.
 The fund normally invests at least 80% of its net assets in equity securities of small capitalized (""small cap"") companies. It invests primarily in a diversified portfolio of equity securities, including common stocks and other forms of equity investments, of small cap domestic companies that the advisor believes offer a long-term investment value. For purposes of the fund, the advisor considers a company to be a small cap company if it has a market capitalization no larger than the largest capitalized company included in the Russell 2000Â® Index at the time of the fund&#39;s investment.",,,0,,10.01
SCSCX,Touchstone Large Cap Focused Fund Class C,,,Nasdaq,,"The investment seeks to provide investors with capital appreciation.
 The fund invests, under normal market conditions, at least 80% of its assets in large capitalization equity securities. It invests primarily in issuers having a market capitalization, at the time of purchase, above $5 billion. The fund will generally hold 25 to 45 companies, with residual cash and equivalents expected to represent less than 10% of the fund&#39;s net assets. It may invest up to 35% of its assets in securities of foreign issuers through the use of ordinary shares or depositary receipts such as American Depositary Receipts (""ADRs""). The fund is non-diversified.",,,0,,35.74
JUSRX,JPMorgan U.S. Equity Fund Class R5,,,Nasdaq,,"The investment seeks to provide high total return from a portfolio of selected equity securities.
 Under normal circumstances, the fund invests at least 80% of its assets in equity securities of U.S. companies. ""Assets"" means net assets, plus the amount of borrowings for investment purposes. In implementing its strategy, the fund primarily invests in common stocks of large- and medium-capitalization U.S. companies but it may also invest up to 20% of its assets in common stocks of foreign companies, including depositary receipts.",,,0,,14.87
HSVRX,Harbor Small Cap Value Fund Administrative Class,,,Nasdaq,,"The investment seeks long-term total return.
 The fund invests primarily in equity securities, principally common and preferred stocks, of small cap companies. Under normal market conditions, it invests at least 80% of its net assets, plus borrowings for investment purposes, in securities of small cap companies. The adviser defines small cap companies as those with market capitalizations that fall within the range of the Russell 2000® Index. The adviser expects to invest in approximately 55 to 70 companies.",,,0,,26.63
BPTIX,Baron Partners Fund Institutional Shares,,,Nasdaq,,"The investment seeks capital appreciation.
 The fund invests for the long term primarily in equity securities in the form of common stock of U.S. growth companies of any market capitalization. The Adviser seeks to invest in businesses the advisor believes have significant opportunities for growth, sustainable competitive advantages, exceptional management, and an attractive valuation. To take advantage of opportunities to invest, the fund may borrow money from banks (leverage) in an amount up to one-third of its total assets, which include assets purchased with borrowed money. It is non-diversified.",,,0,,64.58
BPTUX,Baron Partners Fund R6 Shares,,,Nasdaq,,"The investment seeks capital appreciation.
 The fund invests for the long term primarily in equity securities in the form of common stock of U.S. growth companies of any market capitalization. The Adviser seeks to invest in businesses the advisor believes have significant opportunities for growth, sustainable competitive advantages, exceptional management, and an attractive valuation. To take advantage of opportunities to invest, the fund may borrow money from banks (leverage) in an amount up to one-third of its total assets, which include assets purchased with borrowed money. It is non-diversified.",,,0,,64.58
FMFTX,Fidelity Advisor Materials Fund Class M,,,Nasdaq,,"The investment seeks capital appreciation.
 The fund invests primarily in common stocks. It invests at least 80% of assets in securities of companies principally engaged in the manufacture, mining, processing, or distribution of raw materials and intermediate goods. The fund invests in domestic and foreign issuers. It uses fundamental analysis of factors such as each issuer&#39;s financial condition and industry position, as well as market and economic conditions to select investments. The fund is non-diversified.",,,0,,56.58
FSDPX,Fidelity Select Materials Portfolio,,,Nasdaq,,"The investment seeks capital appreciation.
 The fund invests primarily in common stocks. It invests at least 80% of assets in securities of companies principally engaged in the manufacture, mining, processing, or distribution of raw materials and intermediate goods. The fund invests in domestic and foreign issuers. It uses fundamental analysis of factors such as each issuer&#39;s financial condition and industry position, as well as market and economic conditions to select investments. The fund is non-diversified.",,,0,,57.39
JUESX,JPMorgan U.S. Equity Fund Class I,,,Nasdaq,,"The investment seeks to provide high total return from a portfolio of selected equity securities.
 Under normal circumstances, the fund invests at least 80% of its assets in equity securities of U.S. companies. ""Assets"" means net assets, plus the amount of borrowings for investment purposes. In implementing its strategy, the fund primarily invests in common stocks of large- and medium-capitalization U.S. companies but it may also invest up to 20% of its assets in common stocks of foreign companies, including depositary receipts.",,,0,,14.84
FMFEX,Fidelity Advisor Materials Fund Class I,,,Nasdaq,,"The investment seeks capital appreciation.
 The fund invests primarily in common stocks. It invests at least 80% of assets in securities of companies principally engaged in the manufacture, mining, processing, or distribution of raw materials and intermediate goods. The fund invests in domestic and foreign issuers. It uses fundamental analysis of factors such as each issuer&#39;s financial condition and industry position, as well as market and economic conditions to select investments. The fund is non-diversified.",,,0,,57.29
GRMCX,Nationwide S&P 500 Index Fund Class C,,,Nasdaq,,"The investment seeks to provide investment results that correspond to the price and yield performance of publicly traded common stocks, as represented by the Standard & Poor&#39;s 500® Index (""S&P 500 Index"").
 The fund employs a ""passive"" management, or indexing, approach, which seeks to match approximately the performance of the S&P 500 Index before the deduction of fund expenses. It normally invests at least 80% of its net assets in equity securities of companies included in the S&P 500 Index. The S&P 500 Index includes approximately 500 stocks of large U.S. companies in a wide range of businesses.",,,0,,13.64
USPRX,USAA 500 Index Fund Reward Shares,,,Nasdaq,,"The investment seeks to match, before fees and expenses, the performance of the stocks composing the Victory US Large Cap 500 Index.
 The fund&#39;s principal investment strategy is, under normal market conditions, to invest at least 80% of the fund&#39;s assets in the common stocks of companies composing the index. In seeking to track the performance of the index, the fund&#39;s subadviser attempts to allocate the fund&#39;s investments among stocks in approximately the same weightings as the index, beginning with the stocks that make up the larger portion of the index&#39;s value.",,1.42602509E9,0,,38.93
